 Length , Weight (g) 
 9.40 , 50.00 
 9.40 , 50.00 
 9.40 , 50.00 
 9.40 , 50.00 
 9.40 , 43.00 
 9.40 , 45.00 
 9.40 , 43.00 
 9.40 , 44.00 
 9.40 , 60.00 
 9.40 , 56.00 
 9.40 , 86.00 
 9.40 , 95.00 
 9.40 , 67.00 
 9.40 , 76.00 
 9.40 , 68.00 
 9.40 , 31.00 
 9.40 , 40.00 
 9.40 , 32.00 
 9.40 , 44.00 
 9.40 , 48.00 
 9.40 , 45.00 
 9.40 , 48.00 
 9.40 , 50.00 
 9.40 , 30.00 
 9.40 , 70.00 
 9.40 , 72.00 
 9.40 , 43.00 
 9.40 , 46.00 
 9.40 , 44.00 
 9.40 , 46.00 
 9.40 , 53.00 
 9.40 , 40.00 
 9.40 , 45.00 
 9.40 , 68.00 
 9.40 , 52.00 
 9.40 , 75.00 
 9.40 , 72.00 
 9.40 , 60.00 
 9.40 , 54.30 
 9.40 , 55.50 
 9.40 , 46.00 
 9.40 , 59.00 
 9.40 , 48.00 
 9.40 , 50.00 
 9.40 , 47.00 
 9.40 , 52.00 
 9.40 , 48.00 
 9.40 , 44.00 
 9.40 , 45.00 
 9.40 , 49.00 
 9.40 , 57.80 
 9.40 , 47.50 
 9.40 , 59.00 
 9.40 , 62.00 
 9.40 , 63.00 
 9.40 , 48.00 
 9.40 , 63.00 
 9.40 , 43.50 
 9.40 , 52.00 
 9.40 , 49.00 
 9.40 , 47.00 
 9.40 , 47.00 
 9.40 , 40.00 
 9.40 , 37.00 
 9.40 , 50.00 
 9.40 , 50.00 
 9.40 , 50.00 
 9.40 , 50.00 
 9.40 , 50.00 
 9.40 , 50.00 
 9.40 , 50.00 
 9.40 , 50.00 
 9.40 , 50.00 
 9.40 , 40.00 
 9.40 , 60.00 
 9.40 , 50.00 
 9.40 , 60.00 
 9.40 , 40.00 
 9.40 , 50.00 
 9.40 , 50.00 
 9.40 , 60.00 
 9.40 , 60.00 
 9.40 , 60.00 
 9.40 , 60.00 
 9.40 , 90.00 
 9.40 , 71.00 
 9.40 , 72.00 
 9.40 , 73.00 
 9.40 , 79.00 
 9.40 , 78.00 
 9.40 , 88.00 
 9.40 , 82.00 
 9.40 , 73.00 
 9.40 , 82.00 
 9.40 , 85.00 
 9.40 , 85.00 
 9.40 , 80.00 
 9.40 , 72.00 
 9.40 , 76.00 
 9.40 , 78.00 
 9.40 , 40.00 
 9.40 , 53.00 
 9.40 , 49.00 
 9.40 , 60.00 
 9.40 , 50.00 
 9.40 , 47.00 
 9.40 , 41.00 
 9.40 , 50.00 
 9.40 , 60.00 
 9.40 , 55.00 
 9.40 , 60.00 
 9.40 , 60.00 
 9.40 , 60.00 
 9.40 , 60.00 
 9.40 , 70.00 
 9.40 , 50.00 
 9.40 , 50.00 
 9.40 , 50.00 
 9.40 , 50.00 
 9.40 , 31.00 
 9.40 , 49.00 
 9.40 , 48.00 
 9.40 , 50.00 
 9.40 , 50.00 
 9.40 , 60.00 
 9.40 , 50.00 
 9.40 , 50.00 
 9.40 , 72.00 
 9.40 , 92.00 
 9.40 , 94.00 
 9.40 , 88.00 
 9.40 , 86.00 
 9.40 , 76.00 
 9.40 , 76.00 
 9.40 , 87.00 
 9.40 , 50.00 
 9.40 , 46.00 
 9.40 , 62.00 
 9.40 , 65.00 
 9.40 , 75.00 
 9.40 , 68.00 
 9.40 , 65.00 
 9.40 , 68.00 
 9.40 , 68.00 
 9.40 , 67.00 
 9.40 , 50.00 
 9.40 , 50.00 
 9.40 , 50.00 
 9.40 , 50.00 
 9.40 , 50.00 
 9.40 , 50.00 
 9.40 , 50.00 
 9.40 , 40.00 
 9.40 , 50.00 
 9.40 , 50.00 
 9.40 , 60.00 
 9.40 , 80.00 
 9.40 , 50.00 
 9.40 , 50.00 
 9.40 , 50.00 
 9.40 , 50.00 
 9.40 , 30.00 
 9.40 , 50.00 
 9.40 , 50.00 
 9.40 , 50.00 
 9.40 , 50.00 
 9.40 , 86.00 
 9.40 , 86.00 
 9.40 , 78.00 
 9.40 , 79.00 
 9.40 , 76.00 
 9.40 , 65.00 
 9.40 , 78.00 
 9.40 , 86.00 
 9.40 , 85.00 
 9.40 , 83.00 
 9.40 , 86.00 
 9.40 , 86.00 
 9.40 , 95.00 
 9.40 , 66.00 
 9.40 , 42.00 
 9.40 , 53.00 
 9.40 , 50.00 
 9.40 , 50.00 
 9.40 , 50.00 
 9.40 , 50.00 
 9.40 , 80.00 
 9.40 , 40.00 
 9.40 , 56.00 
 9.40 , 53.00 
 9.50 , 49.00 
 9.50 , 49.00 
 9.50 , 46.00 
 9.50 , 50.00 
 9.50 , 72.00 
 9.50 , 78.00 
 9.50 , 40.00 
 9.50 , 41.00 
 9.50 , 45.00 
 9.50 , 51.00 
 9.50 , 36.00 
 9.50 , 52.00 
 9.50 , 50.00 
 9.50 , 50.00 
 9.50 , 52.00 
 9.50 , 49.00 
 9.50 , 50.00 
 9.50 , 54.00 
 9.50 , 42.00 
 9.50 , 45.00 
 9.50 , 52.00 
 9.50 , 48.00 
 9.50 , 43.00 
 9.50 , 43.00 
 9.50 , 60.00 
 9.50 , 65.00 
 9.50 , 50.00 
 9.50 , 60.00 
 9.50 , 50.00 
 9.50 , 50.00 
 9.50 , 50.00 
 9.50 , 50.00 
 9.50 , 40.00 
 9.50 , 45.00 
 9.50 , 45.00 
 9.50 , 44.00 
 9.50 , 45.00 
 9.50 , 43.00 
 9.50 , 50.00 
 9.50 , 65.00 
 9.50 , 63.00 
 9.50 , 52.00 
 9.50 , 81.00 
 9.50 , 87.00 
 9.50 , 30.00 
 9.50 , 71.00 
 9.50 , 66.00 
 9.50 , 62.00 
 9.50 , 49.00 
 9.50 , 46.00 
 9.50 , 45.00 
 9.50 , 20.00 
 9.50 , 41.00 
 9.50 , 20.00 
 9.50 , 20.00 
 9.50 , 40.00 
 9.50 , 74.00 
 9.50 , 50.00 
 9.50 , 33.00 
 9.50 , 31.00 
 9.50 , 44.00 
 9.50 , 46.00 
 9.50 , 41.00 
 9.50 , 48.00 
 9.50 , 41.00 
 9.50 , 57.00 
 9.50 , 75.00 
 9.50 , 69.00 
 9.50 , 78.00 
 9.50 , 48.00 
 9.50 , 49.00 
 9.50 , 48.00 
 9.50 , 53.00 
 9.50 , 57.00 
 9.50 , 52.30 
 9.50 , 49.40 
 9.50 , 43.90 
 9.50 , 56.10 
 9.50 , 60.00 
 9.50 , 53.00 
 9.50 , 70.00 
 9.50 , 87.00 
 9.50 , 78.00 
 9.50 , 81.00 
 9.50 , 64.00 
 9.50 , 78.00 
 9.50 , 60.00 
 9.50 , 52.00 
 9.50 , 52.00 
 9.50 , 54.00 
 9.50 , 61.00 
 9.50 , 54.80 
 9.50 , 42.00 
 9.50 , 52.00 
 9.50 , 40.00 
 9.50 , 46.00 
 9.50 , 42.00 
 9.50 , 49.00 
 9.50 , 50.00 
 9.50 , 55.00 
 9.50 , 48.00 
 9.50 , 52.00 
 9.50 , 50.00 
 9.50 , 50.00 
 9.50 , 50.00 
 9.50 , 60.00 
 9.50 , 50.00 
 9.50 , 60.00 
 9.50 , 40.00 
 9.50 , 50.00 
 9.50 , 60.00 
 9.50 , 60.00 
 9.50 , 78.00 
 9.50 , 76.00 
 9.50 , 78.00 
 9.50 , 79.00 
 9.50 , 65.00 
 9.50 , 72.00 
 9.50 , 78.00 
 9.50 , 40.00 
 9.50 , 50.00 
 9.50 , 40.00 
 9.50 , 40.00 
 9.50 , 51.00 
 9.50 , 60.00 
 9.50 , 60.00 
 9.50 , 60.00 
 9.50 , 65.00 
 9.50 , 40.00 
 9.50 , 50.00 
 9.50 , 55.00 
 9.50 , 58.00 
 9.50 , 53.00 
 9.50 , 65.00 
 9.50 , 70.00 
 9.50 , 80.00 
 9.50 , 45.00 
 9.50 , 59.00 
 9.50 , 50.00 
 9.50 , 50.00 
 9.50 , 70.00 
 9.50 , 60.00 
 9.50 , 50.00 
 9.50 , 40.00 
 9.50 , 50.00 
 9.50 , 50.00 
 9.50 , 50.00 
 9.50 , 50.00 
 9.50 , 58.00 
 9.50 , 47.00 
 9.50 , 45.00 
 9.50 , 50.00 
 9.50 , 53.00 
 9.50 , 60.00 
 9.50 , 60.00 
 9.50 , 74.00 
 9.50 , 84.00 
 9.50 , 69.00 
 9.50 , 65.00 
 9.50 , 67.00 
 9.50 , 63.00 
 9.50 , 65.00 
 9.50 , 74.00 
 9.50 , 67.00 
 9.50 , 68.00 
 9.50 , 71.00 
 9.50 , 66.00 
 9.50 , 50.00 
 9.50 , 50.00 
 9.50 , 50.00 
 9.50 , 50.00 
 9.50 , 60.00 
 9.50 , 50.00 
 9.50 , 50.00 
 9.50 , 50.00 
 9.50 , 50.00 
 9.50 , 50.00 
 9.50 , 60.00 
 9.50 , 75.00 
 9.50 , 92.00 
 9.50 , 60.00 
 9.50 , 50.00 
 9.50 , 50.00 
 9.50 , 45.00 
 9.50 , 40.00 
 9.50 , 50.00 
 9.50 , 60.00 
 9.50 , 50.00 
 9.50 , 60.00 
 9.50 , 50.00 
 9.50 , 50.00 
 9.50 , 50.00 
 9.50 , 40.00 
 9.50 , 50.00 
 9.50 , 50.00 
 9.50 , 40.00 
 9.50 , 55.00 
 9.50 , 50.00 
 9.50 , 45.00 
 9.50 , 50.00 
 9.50 , 45.00 
 9.50 , 55.00 
 9.50 , 40.00 
 9.50 , 50.00 
 9.50 , 45.00 
 9.50 , 30.00 
 9.50 , 40.00 
 9.50 , 50.00 
 9.50 , 50.00 
 9.50 , 90.00 
 9.50 , 80.00 
 9.50 , 50.00 
 9.50 , 82.00 
 9.50 , 87.00 
 9.50 , 78.00 
 9.50 , 85.00 
 9.50 , 89.00 
 9.50 , 87.00 
 9.50 , 81.00 
 9.50 , 87.00 
 9.50 , 70.00 
 9.50 , 58.00 
 9.50 , 52.00 
 9.50 , 47.00 
 9.50 , 54.00 
 9.50 , 46.00 
 9.50 , 50.00 
 9.50 , 64.00 
 9.50 , 50.00 
 9.50 , 50.00 
 9.50 , 50.00 
 9.50 , 48.00 
 9.50 , 45.00 
 9.50 , 45.00 
 9.50 , 48.00 
 9.50 , 80.00 
 9.50 , 80.00 
 9.50 , 50.00 
 9.50 , 50.00 
 9.50 , 45.00 
 9.50 , 61.00 
 9.60 , 53.00 
 9.60 , 52.00 
 9.60 , 49.00 
 9.60 , 51.00 
 9.60 , 41.00 
 9.60 , 30.00 
 9.60 , 38.00 
 9.60 , 44.00 
 9.60 , 51.00 
 9.60 , 40.00 
 9.60 , 30.00 
 9.60 , 55.00 
 9.60 , 80.00 
 9.60 , 79.00 
 9.60 , 48.00 
 9.60 , 49.00 
 9.60 , 50.00 
 9.60 , 49.00 
 9.60 , 45.00 
 9.60 , 50.00 
 9.60 , 50.00 
 9.60 , 42.00 
 9.60 , 55.00 
 9.60 , 50.00 
 9.60 , 60.00 
 9.60 , 50.00 
 9.60 , 39.00 
 9.60 , 46.00 
 9.60 , 50.00 
 9.60 , 47.00 
 9.60 , 83.00 
 9.60 , 48.00 
 9.60 , 70.00 
 9.60 , 50.00 
 9.60 , 50.00 
 9.60 , 50.00 
 9.60 , 76.00 
 9.60 , 77.00 
 9.60 , 48.00 
 9.60 , 45.00 
 9.60 , 46.00 
 9.60 , 47.00 
 9.60 , 45.00 
 9.60 , 42.00 
 9.60 , 38.00 
 9.60 , 49.00 
 9.60 , 50.00 
 9.60 , 72.00 
 9.60 , 48.00 
 9.60 , 48.00 
 9.60 , 48.00 
 9.60 , 41.00 
 9.60 , 25.00 
 9.60 , 40.00 
 9.60 , 56.00 
 9.60 , 44.00 
 9.60 , 62.00 
 9.60 , 58.00 
 9.60 , 73.00 
 9.60 , 53.00 
 9.60 , 72.00 
 9.60 , 59.00 
 9.60 , 57.00 
 9.60 , 45.00 
 9.60 , 41.00 
 9.60 , 52.00 
 9.60 , 50.00 
 9.60 , 46.00 
 9.60 , 44.90 
 9.60 , 46.00 
 9.60 , 49.60 
 9.60 , 71.00 
 9.60 , 75.00 
 9.60 , 68.00 
 9.60 , 60.00 
 9.60 , 57.00 
 9.60 , 63.00 
 9.60 , 53.00 
 9.60 , 51.90 
 9.60 , 80.90 
 9.60 , 53.00 
 9.60 , 60.00 
 9.60 , 56.00 
 9.60 , 54.00 
 9.60 , 51.00 
 9.60 , 58.00 
 9.60 , 56.00 
 9.60 , 51.00 
 9.60 , 54.00 
 9.60 , 50.00 
 9.60 , 53.00 
 9.60 , 50.00 
 9.60 , 51.00 
 9.60 , 48.00 
 9.60 , 60.00 
 9.60 , 50.00 
 9.60 , 90.00 
 9.60 , 40.00 
 9.60 , 50.00 
 9.60 , 60.00 
 9.60 , 50.00 
 9.60 , 50.00 
 9.60 , 50.00 
 9.60 , 40.00 
 9.60 , 78.00 
 9.60 , 70.00 
 9.60 , 72.00 
 9.60 , 54.00 
 9.60 , 56.00 
 9.60 , 36.00 
 9.60 , 49.00 
 9.60 , 50.00 
 9.60 , 50.00 
 9.60 , 50.00 
 9.60 , 90.00 
 9.60 , 54.00 
 9.60 , 59.00 
 9.60 , 67.00 
 9.60 , 51.00 
 9.60 , 53.00 
 9.60 , 54.00 
 9.60 , 56.00 
 9.60 , 71.00 
 9.60 , 60.00 
 9.60 , 50.00 
 9.60 , 60.00 
 9.60 , 50.00 
 9.60 , 50.00 
 9.60 , 50.00 
 9.60 , 56.00 
 9.60 , 60.00 
 9.60 , 50.00 
 9.60 , 50.00 
 9.60 , 82.00 
 9.60 , 68.00 
 9.60 , 86.00 
 9.60 , 84.00 
 9.60 , 85.00 
 9.60 , 66.00 
 9.60 , 73.00 
 9.60 , 70.00 
 9.60 , 50.00 
 9.60 , 40.00 
 9.60 , 40.00 
 9.60 , 40.00 
 9.60 , 40.00 
 9.60 , 50.00 
 9.60 , 60.00 
 9.60 , 50.00 
 9.60 , 50.00 
 9.60 , 50.00 
 9.60 , 45.00 
 9.60 , 40.00 
 9.60 , 55.00 
 9.60 , 50.00 
 9.60 , 50.00 
 9.60 , 60.00 
 9.60 , 45.00 
 9.60 , 60.00 
 9.60 , 55.00 
 9.60 , 50.00 
 9.60 , 50.00 
 9.60 , 45.00 
 9.60 , 50.00 
 9.60 , 45.00 
 9.60 , 40.00 
 9.60 , 30.00 
 9.60 , 50.00 
 9.60 , 50.00 
 9.60 , 60.00 
 9.60 , 60.00 
 9.60 , 50.00 
 9.60 , 78.00 
 9.60 , 75.00 
 9.60 , 83.00 
 9.60 , 83.00 
 9.60 , 46.00 
 9.60 , 54.00 
 9.60 , 57.00 
 9.60 , 48.00 
 9.60 , 49.00 
 9.60 , 43.00 
 9.60 , 53.00 
 9.60 , 60.00 
 9.60 , 50.00 
 9.60 , 53.00 
 9.60 , 50.00 
 9.60 , 62.00 
 9.70 , 65.00 
 9.70 , 51.00 
 9.70 , 49.00 
 9.70 , 39.00 
 9.70 , 45.00 
 9.70 , 40.00 
 9.70 , 60.00 
 9.70 , 57.00 
 9.70 , 56.00 
 9.70 , 61.00 
 9.70 , 54.00 
 9.70 , 47.00 
 9.70 , 50.00 
 9.70 , 64.00 
 9.70 , 49.00 
 9.70 , 49.00 
 9.70 , 80.00 
 9.70 , 50.00 
 9.70 , 55.00 
 9.70 , 70.00 
 9.70 , 50.00 
 9.70 , 50.00 
 9.70 , 70.00 
 9.70 , 55.00 
 9.70 , 57.00 
 9.70 , 40.00 
 9.70 , 40.00 
 9.70 , 47.00 
 9.70 , 86.00 
 9.70 , 63.00 
 9.70 , 69.00 
 9.70 , 68.00 
 9.70 , 68.00 
 9.70 , 49.00 
 9.70 , 78.00 
 9.70 , 68.00 
 9.70 , 48.00 
 9.70 , 46.00 
 9.70 , 57.00 
 9.70 , 20.00 
 9.70 , 66.00 
 9.70 , 57.00 
 9.70 , 50.00 
 9.70 , 57.00 
 9.70 , 79.00 
 9.70 , 78.00 
 9.70 , 54.00 
 9.70 , 64.00 
 9.70 , 53.00 
 9.70 , 55.00 
 9.70 , 60.00 
 9.70 , 60.00 
 9.70 , 57.00 
 9.70 , 60.00 
 9.70 , 78.00 
 9.70 , 78.00 
 9.70 , 61.00 
 9.70 , 60.00 
 9.70 , 57.20 
 9.70 , 55.20 
 9.70 , 51.00 
 9.70 , 51.00 
 9.70 , 55.00 
 9.70 , 45.00 
 9.70 , 58.00 
 9.70 , 76.00 
 9.70 , 71.00 
 9.70 , 81.00 
 9.70 , 65.00 
 9.70 , 65.00 
 9.70 , 75.00 
 9.70 , 40.00 
 9.70 , 38.00 
 9.70 , 54.00 
 9.70 , 54.00 
 9.70 , 56.00 
 9.70 , 53.00 
 9.70 , 71.00 
 9.70 , 51.00 
 9.70 , 79.00 
 9.70 , 50.00 
 9.70 , 50.00 
 9.70 , 55.00 
 9.70 , 50.00 
 9.70 , 45.00 
 9.70 , 56.00 
 9.70 , 55.00 
 9.70 , 51.00 
 9.70 , 52.00 
 9.70 , 50.00 
 9.70 , 70.00 
 9.70 , 60.00 
 9.70 , 60.00 
 9.70 , 50.00 
 9.70 , 50.00 
 9.70 , 60.00 
 9.70 , 50.00 
 9.70 , 50.00 
 9.70 , 77.00 
 9.70 , 75.00 
 9.70 , 69.00 
 9.70 , 65.00 
 9.70 , 67.00 
 9.70 , 65.00 
 9.70 , 51.00 
 9.70 , 51.00 
 9.70 , 51.00 
 9.70 , 55.00 
 9.70 , 59.00 
 9.70 , 57.00 
 9.70 , 80.00 
 9.70 , 70.00 
 9.70 , 61.00 
 9.70 , 56.00 
 9.70 , 70.00 
 9.70 , 59.00 
 9.70 , 56.00 
 9.70 , 56.00 
 9.70 , 54.00 
 9.70 , 53.00 
 9.70 , 60.00 
 9.70 , 50.00 
 9.70 , 80.00 
 9.70 , 70.00 
 9.70 , 50.00 
 9.70 , 60.00 
 9.70 , 50.00 
 9.70 , 50.00 
 9.70 , 57.00 
 9.70 , 54.00 
 9.70 , 61.00 
 9.70 , 60.00 
 9.70 , 59.00 
 9.70 , 70.00 
 9.70 , 50.00 
 9.70 , 50.00 
 9.70 , 75.00 
 9.70 , 97.00 
 9.70 , 96.00 
 9.70 , 84.00 
 9.70 , 56.00 
 9.70 , 72.00 
 9.70 , 65.00 
 9.70 , 66.00 
 9.70 , 67.00 
 9.70 , 68.00 
 9.70 , 75.00 
 9.70 , 63.00 
 9.70 , 69.00 
 9.70 , 68.00 
 9.70 , 60.00 
 9.70 , 50.00 
 9.70 , 50.00 
 9.70 , 50.00 
 9.70 , 98.00 
 9.70 , 50.00 
 9.70 , 50.00 
 9.70 , 50.00 
 9.70 , 50.00 
 9.70 , 50.00 
 9.70 , 50.00 
 9.70 , 70.00 
 9.70 , 55.00 
 9.70 , 55.00 
 9.70 , 70.00 
 9.70 , 50.00 
 9.70 , 50.00 
 9.70 , 50.00 
 9.70 , 50.00 
 9.70 , 40.00 
 9.70 , 40.00 
 9.70 , 50.00 
 9.70 , 50.00 
 9.70 , 40.00 
 9.70 , 40.00 
 9.70 , 50.00 
 9.70 , 60.00 
 9.70 , 50.00 
 9.70 , 80.00 
 9.70 , 80.00 
 9.70 , 70.00 
 9.70 , 57.00 
 9.70 , 74.00 
 9.70 , 83.00 
 9.70 , 68.00 
 9.70 , 75.00 
 9.70 , 88.00 
 9.70 , 86.00 
 9.70 , 85.00 
 9.70 , 86.00 
 9.70 , 50.00 
 9.70 , 64.00 
 9.70 , 51.00 
 9.70 , 52.00 
 9.70 , 57.00 
 9.70 , 50.00 
 9.70 , 54.00 
 9.70 , 55.00 
 9.70 , 52.00 
 9.70 , 62.00 
 9.70 , 40.00 
 9.70 , 50.00 
 9.70 , 48.00 
 9.70 , 50.00 
 9.70 , 53.00 
 9.70 , 48.00 
 9.70 , 50.00 
 9.70 , 50.00 
 9.70 , 55.00 
 9.70 , 60.00 
 9.70 , 58.00 
 9.80 , 98.00 
 9.80 , 53.00 
 9.80 , 56.00 
 9.80 , 57.00 
 9.80 , 54.00 
 9.80 , 66.00 
 9.80 , 74.00 
 9.80 , 72.00 
 9.80 , 67.00 
 9.80 , 40.00 
 9.80 , 49.00 
 9.80 , 47.00 
 9.80 , 50.00 
 9.80 , 53.00 
 9.80 , 42.00 
 9.80 , 50.00 
 9.80 , 53.00 
 9.80 , 51.00 
 9.80 , 71.00 
 9.80 , 58.00 
 9.80 , 48.00 
 9.80 , 53.00 
 9.80 , 80.00 
 9.80 , 51.00 
 9.80 , 45.00 
 9.80 , 57.00 
 9.80 , 70.00 
 9.80 , 51.00 
 9.80 , 55.00 
 9.80 , 47.00 
 9.80 , 52.00 
 9.80 , 47.00 
 9.80 , 52.00 
 9.80 , 58.00 
 9.80 , 56.00 
 9.80 , 65.00 
 9.80 , 50.00 
 9.80 , 50.00 
 9.80 , 65.00 
 9.80 , 60.00 
 9.80 , 60.00 
 9.80 , 81.00 
 9.80 , 79.00 
 9.80 , 72.00 
 9.80 , 76.00 
 9.80 , 67.00 
 9.80 , 59.00 
 9.80 , 54.00 
 9.80 , 51.00 
 9.80 , 56.00 
 9.80 , 49.00 
 9.80 , 51.00 
 9.80 , 69.00 
 9.80 , 67.00 
 9.80 , 74.00 
 9.80 , 47.00 
 9.80 , 42.00 
 9.80 , 55.00 
 9.80 , 63.00 
 9.80 , 68.00 
 9.80 , 80.00 
 9.80 , 83.00 
 9.80 , 72.00 
 9.80 , 56.00 
 9.80 , 53.00 
 9.80 , 50.00 
 9.80 , 27.00 
 9.80 , 45.00 
 9.80 , 47.00 
 9.80 , 51.00 
 9.80 , 54.00 
 9.80 , 67.00 
 9.80 , 63.00 
 9.80 , 55.00 
 9.80 , 60.00 
 9.80 , 50.00 
 9.80 , 54.00 
 9.80 , 54.00 
 9.80 , 74.00 
 9.80 , 60.00 
 9.80 , 60.00 
 9.80 , 61.70 
 9.80 , 52.00 
 9.80 , 60.00 
 9.80 , 62.00 
 9.80 , 48.00 
 9.80 , 42.30 
 9.80 , 51.00 
 9.80 , 85.00 
 9.80 , 72.00 
 9.80 , 54.00 
 9.80 , 56.00 
 9.80 , 72.00 
 9.80 , 50.50 
 9.80 , 61.00 
 9.80 , 60.00 
 9.80 , 63.00 
 9.80 , 56.00 
 9.80 , 59.00 
 9.80 , 50.00 
 9.80 , 50.00 
 9.80 , 54.00 
 9.80 , 46.00 
 9.80 , 58.00 
 9.80 , 61.00 
 9.80 , 56.00 
 9.80 , 55.00 
 9.80 , 55.00 
 9.80 , 55.00 
 9.80 , 50.00 
 9.80 , 60.00 
 9.80 , 59.00 
 9.80 , 55.00 
 9.80 , 50.00 
 9.80 , 60.00 
 9.80 , 60.00 
 9.80 , 50.00 
 9.80 , 66.00 
 9.80 , 74.00 
 9.80 , 72.00 
 9.80 , 67.00 
 9.80 , 40.00 
 9.80 , 61.00 
 9.80 , 60.00 
 9.80 , 54.00 
 9.80 , 55.00 
 9.80 , 60.00 
 9.80 , 50.00 
 9.80 , 61.00 
 9.80 , 80.00 
 9.80 , 73.00 
 9.80 , 59.00 
 9.80 , 65.00 
 9.80 , 58.00 
 9.80 , 56.00 
 9.80 , 72.00 
 9.80 , 56.00 
 9.80 , 63.00 
 9.80 , 59.00 
 9.80 , 46.00 
 9.80 , 53.00 
 9.80 , 66.00 
 9.80 , 58.00 
 9.80 , 56.00 
 9.80 , 53.00 
 9.80 , 61.00 
 9.80 , 53.00 
 9.80 , 50.00 
 9.80 , 80.00 
 9.80 , 80.00 
 9.80 , 50.00 
 9.80 , 50.00 
 9.80 , 60.00 
 9.80 , 50.00 
 9.80 , 78.00 
 9.80 , 55.00 
 9.80 , 59.00 
 9.80 , 58.00 
 9.80 , 53.00 
 9.80 , 72.00 
 9.80 , 57.00 
 9.80 , 83.00 
 9.80 , 78.00 
 9.80 , 88.00 
 9.80 , 85.00 
 9.80 , 54.00 
 9.80 , 55.00 
 9.80 , 60.00 
 9.80 , 55.00 
 9.80 , 53.00 
 9.80 , 71.00 
 9.80 , 67.00 
 9.80 , 65.00 
 9.80 , 68.00 
 9.80 , 68.00 
 9.80 , 67.00 
 9.80 , 71.00 
 9.80 , 65.00 
 9.80 , 71.00 
 9.80 , 79.00 
 9.80 , 72.00 
 9.80 , 76.00 
 9.80 , 67.00 
 9.80 , 44.00 
 9.80 , 46.00 
 9.80 , 62.00 
 9.80 , 98.00 
 9.80 , 55.00 
 9.80 , 73.00 
 9.80 , 43.00 
 9.80 , 54.00 
 9.80 , 52.00 
 9.80 , 80.00 
 9.80 , 83.00 
 9.80 , 85.00 
 9.80 , 75.00 
 9.80 , 60.00 
 9.80 , 50.00 
 9.80 , 50.00 
 9.80 , 47.00 
 9.80 , 52.00 
 9.80 , 50.00 
 9.80 , 65.00 
 9.80 , 50.00 
 9.80 , 50.00 
 9.80 , 45.00 
 9.80 , 45.00 
 9.80 , 45.00 
 9.80 , 45.00 
 9.80 , 60.00 
 9.80 , 60.00 
 9.80 , 50.00 
 9.80 , 80.00 
 9.80 , 80.00 
 9.80 , 60.00 
 9.80 , 60.00 
 9.80 , 68.00 
 9.80 , 78.00 
 9.80 , 81.00 
 9.80 , 70.00 
 9.80 , 65.00 
 9.80 , 80.00 
 9.80 , 56.00 
 9.80 , 59.00 
 9.80 , 56.00 
 9.80 , 60.00 
 9.80 , 61.00 
 9.80 , 54.00 
 9.80 , 59.00 
 9.80 , 55.00 
 9.80 , 57.00 
 9.80 , 56.00 
 9.80 , 53.00 
 9.80 , 60.00 
 9.80 , 50.00 
 9.80 , 40.00 
 9.80 , 50.00 
 9.80 , 53.00 
 9.80 , 50.00 
 9.80 , 50.00 
 9.80 , 56.00 
 9.80 , 46.00 
 9.80 , 51.00 
 9.80 , 49.00 
 9.80 , 56.00 
 9.80 , 59.00 
 9.80 , 59.00 
 9.80 , 57.00 
 9.80 , 57.00 
 9.90 , 55.00 
 9.90 , 48.00 
 9.90 , 55.00 
 9.90 , 56.00 
 9.90 , 90.00 
 9.90 , 55.00 
 9.90 , 58.00 
 9.90 , 51.00 
 9.90 , 59.00 
 9.90 , 57.00 
 9.90 , 49.00 
 9.90 , 61.00 
 9.90 , 53.00 
 9.90 , 45.00 
 9.90 , 45.00 
 9.90 , 55.00 
 9.90 , 55.00 
 9.90 , 50.00 
 9.90 , 78.00 
 9.90 , 55.00 
 9.90 , 61.00 
 9.90 , 59.00 
 9.90 , 52.00 
 9.90 , 53.00 
 9.90 , 53.00 
 9.90 , 53.00 
 9.90 , 46.00 
 9.90 , 51.00 
 9.90 , 46.00 
 9.90 , 51.00 
 9.90 , 70.00 
 9.90 , 60.00 
 9.90 , 80.00 
 9.90 , 50.00 
 9.90 , 40.00 
 9.90 , 48.00 
 9.90 , 58.00 
 9.90 , 51.00 
 9.90 , 46.00 
 9.90 , 72.00 
 9.90 , 71.00 
 9.90 , 66.00 
 9.90 , 51.00 
 9.90 , 76.00 
 9.90 , 69.00 
 9.90 , 20.00 
 9.90 , 30.00 
 9.90 , 49.00 
 9.90 , 50.00 
 9.90 , 60.00 
 9.90 , 20.00 
 9.90 , 50.00 
 9.90 , 68.00 
 9.90 , 82.00 
 9.90 , 55.00 
 9.90 , 53.00 
 9.90 , 56.00 
 9.90 , 45.00 
 9.90 , 45.00 
 9.90 , 56.00 
 9.90 , 56.00 
 9.90 , 59.00 
 9.90 , 69.00 
 9.90 , 66.00 
 9.90 , 79.00 
 9.90 , 73.00 
 9.90 , 60.00 
 9.90 , 56.30 
 9.90 , 66.80 
 9.90 , 62.00 
 9.90 , 74.00 
 9.90 , 76.00 
 9.90 , 79.00 
 9.90 , 78.00 
 9.90 , 40.00 
 9.90 , 63.00 
 9.90 , 53.00 
 9.90 , 67.00 
 9.90 , 51.00 
 9.90 , 57.00 
 9.90 , 56.00 
 9.90 , 68.00 
 9.90 , 52.40 
 9.90 , 63.00 
 9.90 , 59.00 
 9.90 , 60.00 
